Key,Content,Content(English)_update_time,Word Count,Context,Original,Original(Chinese Simplified)_update_time
FRIEND_MAX_COUNT,Max no. of friends reached,2025-01-20 08:11:29,30,好友达到上限,好友数量已达上限,2025-03-26 08:46:34
FRIEND_MAX_COUNT_OTHERS,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:35
FRIEND_MAX_REQUEST,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:28
FRIEND_NO_ENOUGH_ITEM,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:38
FRIEND_NO_REQUEST,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:41
FRIEND_NOT_FOUND,Friend not found,2025-01-20 08:11:29,20,没有找到好友,好友未找到,2025-03-26 08:46:37
FRIEND_NOT_IN_SAME_REGION,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:32
FRIEND_NOT_RETURN_PLAYER,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:36
FRIEND_NOT_SAME_REGION,Error! Friend not in same region,2025-01-20 08:11:29,79,"If you encounter any issues, please join our Discord server to provide feedback",错误！好友不在同一地区,2025-03-26 08:46:30
FRIEND_SELF,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:36
INVENTORY_CHARACTER_NOT_EXISTS,"If you encounter any issues, please join our Discord server to provide feedback.1",2025-01-20 08:11:29,81,,如果您遇到任何问题，请加入我们的Discord伺服器提供反馈。 1,2025-03-26 08:46:32
INVENTORY_INVALID_ITEM,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:30
INVENTORY_INVALID_PARAMS,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:31
INVENTORY_ITEM_ALREADY_EXPIRED,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:33
INVENTORY_NEGATIVE_GEMS,Error! Negative Gem,2025-01-20 08:11:30,79,"If you encounter any issues, please join our Discord server to provide feedback",错误！宝石数量为负数,2025-03-26 08:46:40
INVENTORY_NOT_ENOUGH_COINS,Insufficient coins,2025-01-20 08:11:30,20,没有足够的金币,金币不足,2025-03-26 08:46:34
INVENTORY_NOT_ENOUGH_GEMS,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:37
INVENTORY_NOT_ENOUGH_ITEMS,Insufficient items,2025-01-20 08:11:30,25,没有足够的道具,物品不足,2025-03-26 08:46:34
INVENTORY_PURCHASE_FAIL,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:28
SERVER_INTERNAL_EXCEPTION,"If you encounter any issues, please join our Discord server to provide feedback",2025-01-20 08:08:10,79,"If you encounter any issues, please join our Discord server to provide feedback",如果您遇到任何问题，请加入我们的Discord伺服器提供反馈,2025-03-26 08:46:42
Stats_Invalid_Match,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",2025-01-20 08:08:10,216,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",Oops，发生错误！请加入我们的<color=#5165F6><b>Discord</b></color>伺服器来报告错误{0},2025-03-26 08:46:38
Stats_Invalid_Price,"The price has changed, please restart and try again",2025-01-20 08:11:30,55,价格已更改，请重启之后再尝试,价格已变动，请重新启动并再试一次,2025-03-26 08:46:43
Stats_Invalid_Region,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",2025-01-20 08:08:10,216,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",Oops，发生错误！请加入我们的<color=#5165F6><b>Discord</b></color>伺服器来报告错误{0},2025-03-26 08:46:32
Stats_Invalid_Request_Param,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",2025-01-20 08:08:10,216,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",Oops，发生错误！请加入我们的<color=#5165F6><b>Discord</b></color>伺服器来报告错误{0},2025-03-26 08:46:38
Stats_Update_Crown_Failed,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",2025-01-20 08:08:10,216,"Oops, error occurred! Please join our <color=#5165F6><b>Discord</b></color> server to report errors.{0}",Oops，发生错误！请加入我们的<color=#5165F6><b>Discord</b></color>伺服器来报告错误{0},2025-03-26 08:46:29
T_ABOUTFEWMIN,Wait a little longer~,2025-04-22 10:35:34,20,,再稍等一会儿~,2025-04-22 10:35:34
T_ACCOUNT,Account,2025-01-20 08:11:30,10,账号,帐号,2025-03-26 08:46:31
T_ACHIEVED,Achieved,2025-01-20 08:11:30,12,已达到,达成,2025-03-26 08:46:30
T_ACTION_ACT_COOL,Act Cool,2025-01-20 08:11:30,26,Act cool,装酷,2025-03-26 08:46:37
T_ACTION_ACT_COOL_DESC,Strike a cool pose to show you’ve got it all together!,2025-03-26 08:46:47,76,Exude calm and confidence.,做出酷炫的姿势，展现你一切都在掌控之中！,2025-03-26 08:46:36
T_ACTION_ANGRY,Angry,2025-01-20 08:08:10,20,Angry,愤怒,2025-03-26 08:46:38
T_ACTION_ANGRY_D,Sooo Angry!,2025-01-20 08:11:30,30,太生气了,超级生气！,2025-03-26 08:46:31
T_ACTION_ANGRY_DESC,Let your rage out!,2025-01-20 08:11:30,72,Expressing intense displeasure.,发泄你的怒火！,2025-03-26 08:46:42
T_ACTION_CHEER_UP,Cheer up,2025-01-20 08:08:10,26,Cheer up,加油,2025-03-26 08:46:30
T_ACTION_CHEER_UP_D,Stay positive!,2025-01-20 08:11:30,30,加油！ ,保持积极！,2025-03-26 08:46:42
T_ACTION_CHEER_UP_DESC,Shake off the bad vibe and stay positive!,2025-01-20 08:11:30,56,Lift someone's spirits.,摆脱坏情绪，保持积极心态！,2025-03-26 08:46:34
T_ACTION_CRY,Cry,2025-01-20 08:08:10,16,Cry,哭泣,2025-03-26 08:46:32
T_ACTION_CRY_D,[crying...],2025-01-20 08:11:30,30,呜呜呜,呜呜呜,2025-03-26 08:46:33
T_ACTION_CRY_DESC,Let out your tears with a soft cry..,2025-01-20 08:11:30,54,Express displeasure or frustration.,轻声哭泣..,2025-03-26 08:46:42
T_ACTION_CRY_LOUDLY,Cry loudly,2025-01-20 08:08:10,30,Cry loudly,大声哭泣,2025-03-26 08:46:30
T_ACTION_CRY_LOUDLY_D,Cry out loud..,2025-01-20 08:11:30,30,呜呜呜,大声哭出来..,2025-03-26 08:46:34
T_ACTION_CRY_LOUDLY_DESC,Cry out loud,2025-01-20 08:11:30,72,Express sorrow with loud tears.,大声哭出来,2025-03-26 08:46:34
T_ACTION_DANCE,Dance,2025-01-20 08:08:10,20,Dance,舞蹈,2025-03-26 08:46:40
T_ACTION_DANCE_D,I learnt it in Hawaii,2025-01-20 08:11:30,30,我在夏威夷学的,我在夏威夷学的,2025-03-26 08:46:36
T_ACTION_DANCE_DESC,Let the rhythm take over,2025-01-20 08:11:30,30,Move energetically to music.,让节奏掌控一切,2025-03-26 08:46:41
T_ACTION_DISLIKE,Dislike,2025-01-20 08:08:10,24,Dislike,不喜欢,2025-03-26 08:46:30
T_ACTION_DISLIKE_D,Nah I don't like it,2025-01-20 08:11:30,30,不喜欢就是不喜欢,就是不喜欢,2025-03-26 08:46:39
T_ACTION_DISLIKE_DESC,Show your disapproval,2025-01-20 08:11:30,58,Show lack of fondness.,表达不满,2025-03-26 08:46:37
T_ACTION_ENCOURAGE,Encourage,2025-01-20 08:08:10,28,Encourage,鼓励,2025-03-26 08:46:30
T_ACTION_ENCOURAGE_DESC,Boost your team's morale,2025-01-20 08:11:31,28,Offer support or motivation.,提升你的队伍士气,2025-03-26 08:46:39
T_ACTION_EVIL,Act evil,2025-01-20 08:11:31,18,Evil,作恶,2025-03-26 08:46:33
T_ACTION_EVIL_D,Mischief time..,2025-01-20 08:11:31,30,嘿嘿， 干点坏事,恶作剧时间..,2025-03-26 08:46:32
T_ACTION_EVIL_DESC,Give off an evil grin..,2025-01-20 08:11:31,70,Wicked or morally wrong.,露出邪恶的笑容..,2025-03-26 08:46:42
T_ACTION_GLAD,Glad,2025-01-20 08:08:10,18,Glad,高兴,2025-03-26 08:46:32
T_ACTION_GLAD_DESC,Express happiness!,2025-01-20 08:11:31,64,Experience pleasure or happiness.,表达快乐！,2025-03-26 08:46:40
T_ACTION_GYMNASTICS,Gymnastics Move,2025-01-20 08:11:31,30,Gymnastics,体操动作,2025-03-26 08:46:35
T_ACTION_GYMNASTICS_D,Look at me!,2025-01-20 08:11:31,30,看我帅吗？ ,看我！,2025-03-26 08:46:33
T_ACTION_GYMNASTICS_DESC,Show off your acrobatic flair,2025-01-20 08:11:31,64,Perform athletic exercises.,展示你的空中特技,2025-03-26 08:46:31
T_ACTION_HAPPY,Happy,2025-01-20 08:08:10,20,Happy,快乐,2025-03-26 08:46:38
T_ACTION_HAPPY_D,Sooo happy!,2025-01-20 08:11:31,30,太开心了,超级开心！,2025-03-26 08:46:32
T_ACTION_HAPPY_DESC,A cheerful gesture,2025-01-20 08:11:31,62,Feeling joyful or content.,欢快的姿势,2025-03-26 08:46:34
T_ACTION_HELLO,Greet,2025-01-20 08:11:31,20,Hello,你好,2025-03-26 08:46:33
T_ACTION_HELLO_D,Hey there!,2025-01-20 08:11:31,30,嗨！,你好！,2025-03-26 08:46:35
T_ACTION_HELLO_DESC,A friendly greeting to everyone!,2025-01-20 08:11:31,68,A warm and friendly greeting.,跟所有人问好！,2025-03-26 08:46:29
T_ACTION_LAUGH,Laugh,2025-01-20 08:08:10,20,Laugh,笑,2025-03-26 08:46:40
T_ACTION_LAUGH_D,LOL,2025-01-20 08:11:31,30,哈哈哈哈哈,哈哈大笑,2025-03-26 08:46:36
T_ACTION_LAUGH_DESC,"Share a hearty laugh, spread the joy!",2025-01-20 08:11:31,64,Express amusement with sound.,开怀大笑，传递快乐！,2025-03-26 08:46:33
T_ACTION_LIKE,Like,2025-01-20 08:08:10,18,Like,喜欢,2025-03-26 08:46:28
T_ACTION_LIKE_D,Love it!!,2025-01-20 08:11:31,30,好喜欢啊,超爱！ ！,2025-03-26 08:46:39
T_ACTION_LIKE_DESC,I think I really like it!,2025-01-20 08:11:31,74,Feel fondness or appreciation.,我我真的很喜欢它！,2025-03-26 08:46:36
T_ACTION_MAKE_FACES,Goofy Look,2025-01-20 08:11:31,30,Make faces,笨拙模样,2025-03-26 08:46:38
T_ACTION_MAKE_FACES_DESC,Pull a funny face,2025-01-20 08:11:31,76,Contort face playfully or expressively.,做个搞笑的表情,2025-03-26 08:46:36
T_ACTION_MOCK,Mock,2025-01-20 08:08:10,18,Mock,嘲讽,2025-03-26 08:46:28
T_ACTION_MOCK_D,You so bad at the game!,2025-01-20 08:11:31,30,哈哈哈哈 真菜,你真菜！,2025-03-26 08:46:31
T_ACTION_MOCK_DESC,"Mock your rivals, show no mercy!",2025-01-20 08:11:31,54,Ridicule by imitation.,嘲讽你的对手，不要手下留情！,2025-03-26 08:46:35
T_ACTION_SALUTE,Salute,2025-01-20 08:08:10,22,Salute,敬礼,2025-03-26 08:46:32
